x y z
0.222 0.087 3
0.443 0.232 3
0.445 0.202 2
0.445 0.207 2
0.445 0.285 3
0.447 0.282 3
0.449 0.201 2
0.449 0.275 2
0.453 0.222 2
0.453 0.295 2
0.455 0.213 2
0.224 0.005 3
0.456 0.228 2
0.457 0.233 3
0.458 0.201 2
0.459 0.207 2
0.46 0.23 2
0.461 0.217 2
0.466 0.287 3
0.467 0.25 2
0.468 0.202 2
0.47 0.297 3
0.225 0.048 2
0.471 0.288 2
0.473 0.298 3
0.476 0.209 2
0.476 0.292 3
0.48 0.214 3
0.48 0.203 3
0.482 0.296 3
0.483 0.211 2
0.484 0.258 2
0.485 0.286 2
0.225 0.04 3
0.486 0.291 3
0.486 0.275 2
0.488 0.201 1
0.49 0.223 2
0.492 0.207 1
0.492 0.298 3
0.493 0.287 2
0.495 0.202 1
0.496 0.213 1
0.496 0.235 2
0.227 0.036 3
0.015 0.003 3
0.497 0.282 2
0.497 0.22 3
0.498 0.253 2
0.5 0.252 2
0.5 0.221 3
0.501 0.204 1
0.502 0.235 2
0.502 0.281 2
0.502 0.286 3
0.505 0.213 1
0.231 0.069 2
0.507 0.264 3
0.507 0.255 2
0.508 0.23 3
0.51 0.26 2
0.51 0.244 2
0.511 0.21 3
0.512 0.201 3
0.512 0.222 3
0.514 0.217 3
0.515 0.229 2
0.233 0.001 3
0.516 0.207 3
0.516 0.297 3
0.517 0.283 3
0.517 0.273 3
0.519 0.2 3
0.52 0.211 3
0.52 0.219 3
0.521 0.292 3
0.521 0.265 3
0.521 0.273 3
0.234 0.069 3
0.522 0.25 3
0.523 0.237 3
0.524 0.284 3
0.526 0.241 3
0.526 0.266 3
0.528 0.292 3
0.528 0.298 3
0.529 0.207 3
0.53 0.216 3
0.531 0.285 3
0.236 0.062 2
0.533 0.201 3
0.534 0.228 3
0.535 0.232 3
0.535 0.276 3
0.536 0.272 3
0.537 0.297 3
0.539 0.217 3
0.54 0.255 2
0.541 0.226 3
0.542 0.272 3
0.238 0.026 3
0.545 0.213 3
0.546 0.203 3
0.547 0.221 3
0.548 0.246 2
0.549 0.279 3
0.551 0.228 3
0.551 0.223 3
0.552 0.277 3
0.554 0.272 3
0.555 0.222 3
0.238 0.094 2
0.556 0.29 3
0.558 0.285 3
0.558 0.2 2
0.559 0.226 3
0.562 0.216 2
0.562 0.229 3
0.562 0.277 3
0.565 0.29 3
0.567 0.28 3
0.569 0.277 3
0.238 0.013 3
0.57 0.255 2
0.573 0.239 2
0.573 0.276 3
0.573 0.243 3
0.573 0.224 1
0.574 0.213 1
0.574 0.248 2
0.575 0.258 2
0.576 0.286 3
0.577 0.276 3
0.24 0.019 3
0.578 0.268 3
0.578 0.225 1
0.578 0.22 1
0.581 0.208 3
0.581 0.213 1
0.581 0.242 1
0.581 0.252 3
0.581 0.272 3
0.582 0.247 3
0.584 0.237 3
0.24 0.049 3
0.584 0.202 3
0.585 0.229 3
0.586 0.282 3
0.587 0.224 1
0.589 0.216 1
0.589 0.279 2
0.591 0.255 2
0.591 0.297 3
0.591 0.233 1
0.591 0.238 1
0.24 0.065 3
0.016 0.012 3
0.592 0.249 2
0.596 0.238 2
0.597 0.247 2
0.598 0.226 3
0.6 0.246 2
0.601 0.225 3
0.604 0.217 3
0.604 0.288 2
0.605 0.244 2
0.609 0.268 2
0.241 0.088 2
0.611 0.279 2
0.612 0.255 2
0.616 0.219 3
0.617 0.225 3
0.618 0.298 3
0.618 0.232 3
0.619 0.279 2
0.619 0.246 2
0.62 0.285 3
0.621 0.297 3
0.243 0.073 3
0.621 0.207 3
0.621 0.215 3
0.622 0.232 3
0.626 0.213 3
0.626 0.228 3
0.627 0.2 3
0.627 0.292 3
0.629 0.231 3
0.63 0.217 3
0.631 0.21 3
0.244 0.005 3
0.631 0.24 3
0.633 0.295 3
0.633 0.224 3
0.634 0.204 3
0.635 0.214 3
0.635 0.232 3
0.636 0.261 2
0.636 0.282 3
0.639 0.277 2
0.639 0.286 3
0.244 0.063 3
0.64 0.21 3
0.641 0.296 2
0.642 0.275 3
0.643 0.213 3
0.644 0.294 2
0.647 0.242 2
0.649 0.206 3
0.649 0.295 2
0.652 0.249 2
0.656 0.2 3
0.244 0.093 2
0.659 0.261 2
0.66 0.202 3
0.661 0.205 3
0.663 0.296 3
0.663 0.273 3
0.664 0.281 3
0.667 0.298 3
0.668 0.264 3
0.669 0.25 2
0.669 0.2 3
0.244 0.028 3
0.673 0.261 2
0.673 0.23 3
0.673 0.281 3
0.674 0.286 3
0.674 0.271 3
0.675 0.29 3
0.675 0.2 3
0.675 0.241 3
0.676 0.277 3
0.676 0.297 3
0.246 0.033 3
0.677 0.261 3
0.679 0.288 3
0.679 0.279 3
0.68 0.292 3
0.685 0.222 2
0.687 0.278 3
0.69 0.247 3
0.691 0.253 2
0.692 0.298 3
0.692 0.288 1
0.248 0.081 3
0.692 0.281 3
0.693 0.207 2
0.693 0.243 3
0.695 0.214 2
0.696 0.246 3
0.696 0.296 3
0.697 0.222 3
0.698 0.232 3
0.698 0.278 1
0.698 0.239 3
0.249 0.084 3
0.698 0.281 1
0.7 0.277 1
0.701 0.281 1
0.701 0.242 3
0.702 0.223 3
0.704 0.243 3
0.705 0.274 3
0.71 0.273 3
0.711 0.223 3
0.711 0.218 3
0.249 0.061 3
0.016 0.094 3
0.711 0.278 3
0.712 0.291 3
0.715 0.235 3
0.715 0.295 3
0.717 0.266 2
0.718 0.217 3
0.72 0.289 3
0.72 0.225 3
0.72 0.231 3
0.721 0.219 3
0.25 0.075 3
0.722 0.235 2
0.723 0.206 3
0.726 0.233 3
0.727 0.288 2
0.727 0.225 3
0.728 0.205 3
0.728 0.251 2
0.733 0.238 2
0.734 0.298 3
0.735 0.285 3
0.25 0.046 3
0.736 0.25 2
0.737 0.241 2
0.74 0.298 2
0.745 0.22 2
0.745 0.226 3
0.746 0.23 3
0.749 0.265 2
0.752 0.28 2
0.754 0.277 2
0.755 0.295 2
0.252 0.07 3
0.755 0.265 2
0.757 0.274 2
0.76 0.298 2
0.761 0.274 2
0.764 0.21 2
0.766 0.223 2
0.767 0.271 2
0.768 0.239 2
0.768 0.298 2
0.772 0.285 2
0.252 0.036 3
0.773 0.234 2
0.777 0.294 2
0.779 0.239 2
0.78 0.217 2
0.782 0.201 2
0.783 0.265 2
0.785 0.256 2
0.786 0.211 2
0.786 0.27 2
0.79 0.291 2
0.255 0.058 3
0.791 0.256 2
0.794 0.217 2
0.794 0.288 2
0.796 0.274 2
0.797 0.271 2
0.797 0.297 2
0.798 0.232 3
0.8 0.271 2
0.802 0.233 3
0.803 0.257 3
0.255 0 3
0.805 0.247 3
0.806 0.265 3
0.809 0.27 3
0.811 0.265 3
0.813 0.294 2
0.814 0.27 3
0.815 0.262 3
0.816 0.204 3
0.817 0.213 2
0.818 0.279 2
0.258 0.058 3
0.819 0.236 3
0.82 0.25 3
0.824 0.213 3
0.824 0.233 3
0.826 0.261 3
0.826 0.211 3
0.827 0.297 3
0.827 0.28 3
0.828 0.29 3
0.83 0.214 3
0.259 0.076 3
0.831 0.204 3
0.833 0.292 3
0.835 0.286 3
0.838 0.262 3
0.839 0.24 3
0.841 0.278 3
0.841 0.287 3
0.842 0.22 2
0.845 0.202 3
0.845 0.227 2
0.259 0.097 3
0.846 0.243 2
0.846 0.25 3
0.846 0.237 3
0.847 0.224 2
0.851 0.24 2
0.851 0.27 3
0.855 0.272 3
0.858 0.245 3
0.859 0.268 3
0.863 0.232 3
0.26 0.069 3
0.018 0 3
0.863 0.268 3
0.864 0.238 3
0.865 0.242 3
0.867 0.262 3
0.867 0.232 3
0.868 0.207 2
0.868 0.267 3
0.868 0.201 2
0.869 0.257 2
0.871 0.274 2
0.263 0.057 3
0.871 0.24 3
0.874 0.255 3
0.875 0.267 3
0.877 0.205 3
0.88 0.237 3
0.881 0.275 3
0.881 0.222 3
0.881 0.271 3
0.883 0.232 3
0.884 0.242 3
0.263 0.064 3
0.887 0.274 2
0.89 0.227 3
0.89 0.244 3
0.89 0.211 3
0.891 0.285 2
0.893 0.248 3
0.893 0.292 2
0.893 0.24 3
0.897 0.211 3
0.898 0.236 3
0.264 0.001 3
0.898 0.291 2
0.902 0.258 3
0.904 0.235 3
0.905 0.276 2
0.905 0.207 3
0.907 0.24 3
0.908 0.203 3
0.908 0.256 2
0.909 0.274 2
0.913 0.24 3
0.269 0.054 3
0.915 0.268 2
0.916 0.263 2
0.919 0.213 3
0.92 0.203 3
0.92 0.238 3
0.921 0.267 2
0.921 0.263 2
0.923 0.236 2
0.925 0.206 3
0.925 0.266 3
0.269 0.005 3
0.93 0.253 3
0.937 0.242 2
0.937 0.252 3
0.939 0.217 3
0.94 0.23 3
0.94 0.224 3
0.941 0.258 3
0.941 0.241 3
0.942 0.254 3
0.942 0.248 3
0.273 0.089 3
0.943 0.214 3
0.944 0.211 3
0.947 0.255 3
0.947 0.232 3
0.951 0.201 3
0.952 0.217 3
0.952 0.224 3
0.954 0.26 2
0.954 0.254 3
0.956 0.264 2
0.273 0.014 2
0.959 0.201 3
0.96 0.212 3
0.961 0.245 3
0.962 0.207 3
0.963 0.265 3
0.964 0.254 3
0.967 0.213 2
0.969 0.234 2
0.969 0.251 3
0.969 0.261 2
0.275 0.092 3
0.971 0.244 2
0.972 0.258 3
0.974 0.233 2
0.976 0.278 2
0.977 0.207 3
0.977 0.255 3
0.981 0.239 3
0.981 0.246 3
0.982 0.201 3
0.987 0.256 3
0.276 0.034 3
0.987 0.201 2
0.988 0.288 2
0.989 0.263 2
0.99 0.295 2
0.99 0.254 3
0.991 0.245 3
0.992 0.203 2
0.994 0.297 2
0.996 0.26 3
0.997 0.206 3
0.279 0.084 3
0.018 0.018 3
0.997 0.215 2
0.997 0.287 3
0.998 0.224 2
0.001 0.345 3
0.002 0.306 3
0.002 0.333 3
0.005 0.359 3
0.005 0.372 3
0.005 0.333 3
0.007 0.397 3
0.28 0.095 3
0.008 0.343 3
0.008 0.369 3
0.008 0.373 3
0.011 0.354 3
0.012 0.364 3
0.013 0.349 3
0.017 0.353 3
0.017 0.326 3
0.017 0.377 3
0.018 0.347 3
0.282 0.034 2
0.019 0.373 3
0.021 0.369 3
0.023 0.309 3
0.024 0.385 3
0.025 0.381 3
0.025 0.351 3
0.026 0.396 3
0.03 0.38 3
0.03 0.39 3
0.031 0.339 3
0.287 0.02 2
0.033 0.312 3
0.033 0.387 3
0.033 0.301 2
0.034 0.357 3
0.034 0.366 3
0.034 0.377 3
0.036 0.351 3
0.037 0.339 2
0.037 0.373 3
0.038 0.321 3
0.287 0.009 2
0.039 0.349 3
0.039 0.307 3
0.041 0.358 3
0.042 0.337 3
0.043 0.303 2
0.045 0.348 3
0.045 0.381 3
0.046 0.332 2
0.049 0.3 2
0.049 0.398 3
0.288 0.08 3
0.049 0.364 3
0.05 0.376 3
0.05 0.392 3
0.051 0.359 2
0.053 0.317 2
0.056 0.362 3
0.057 0.367 3
0.057 0.322 2
0.057 0.376 3
0.06 0.306 2
0.29 0.091 3
0.061 0.366 3
0.061 0.34 3
0.062 0.378 3
0.064 0.334 3
0.064 0.388 3
0.065 0.34 3
0.066 0.376 3
0.066 0.366 3
0.068 0.322 3
0.069 0.348 3
0.29 0.097 3
0.072 0.321 3
0.072 0.343 3
0.073 0.352 3
0.074 0.393 3
0.075 0.382 3
0.076 0.301 3
0.076 0.347 3
0.076 0.319 3
0.077 0.332 3
0.079 0.364 2
0.291 0.041 3
0.079 0.301 2
0.082 0.397 3
0.085 0.347 3
0.085 0.332 3
0.085 0.36 3
0.085 0.321 3
0.085 0.336 3
0.086 0.304 3
0.087 0.312 3
0.088 0.342 3
0.293 0.094 3
0.088 0.332 3
0.088 0.352 3
0.089 0.388 2
0.09 0.359 3
0.091 0.314 3
0.093 0.362 3
0.093 0.392 2
0.095 0.329 3
0.096 0.383 3
0.097 0.315 3
0.293 0.036 3
0.018 0.048 3
0.097 0.338 3
0.097 0.346 3
0.097 0.356 3
0.098 0.303 3
0.098 0.311 3
0.098 0.324 3
0.1 0.391 3
0.101 0.326 3
0.102 0.337 3
0.102 0.342 3
0.294 0.058 3
0.102 0.308 3
0.104 0.3 3
0.105 0.328 3
0.105 0.381 3
0.106 0.324 3
0.107 0.368 3
0.108 0.345 3
0.108 0.301 3
0.109 0.352 3
0.11 0.382 3
0.294 0.067 3
0.11 0.314 3
0.112 0.327 3
0.112 0.319 3
0.113 0.369 2
0.116 0.343 3
0.118 0.32 3
0.122 0.305 3
0.123 0.345 3
0.124 0.387 2
0.124 0.339 3
0.298 0.016 2
0.125 0.368 2
0.127 0.315 3
0.128 0.394 2
0.129 0.338 3
0.13 0.333 3
0.13 0.317 3
0.134 0.348 3
0.135 0.317 3
0.135 0.339 3
0.136 0.398 2
0.298 0.049 3
0.137 0.333 3
0.138 0.388 2
0.138 0.312 3
0.138 0.376 2
0.139 0.348 3
0.14 0.336 3
0.141 0.391 2
0.143 0.314 3
0.146 0.36 3
0.147 0.306 3
0.3 0.025 2
0.147 0.346 3
0.148 0.324 3
0.148 0.371 2
0.15 0.314 3
0.15 0.363 2
0.151 0.343 3
0.152 0.35 3
0.153 0.326 3
0.154 0.347 3
0.155 0.355 3
0.301 0.007 3
0.156 0.328 3
0.156 0.375 3
0.157 0.337 3
0.158 0.313 3
0.159 0.306 3
0.16 0.351 3
0.16 0.371 3
0.162 0.396 3
0.164 0.336 3
0.164 0.351 3
0.301 0.049 2
0.166 0.321 2
0.167 0.383 3
0.167 0.336 2
0.167 0.346 3
0.169 0.358 3
0.17 0.342 3
0.17 0.384 3
0.171 0.367 3
0.171 0.393 3
0.172 0.389 3
0.301 0.02 2
0.174 0.397 3
0.177 0.357 2
0.178 0.316 3
0.178 0.383 3
0.18 0.34 3
0.18 0.334 2
0.181 0.382 3
0.184 0.307 2
0.184 0.377 3
0.186 0.302 3
0.302 0.015 3
0.187 0.361 3
0.187 0.317 3
0.188 0.385 2
0.19 0.331 2
0.191 0.335 2
0.192 0.313 3
0.194 0.307 3
0.194 0.351 2
0.195 0.31 3
0.196 0.38 2
0.306 0.094 2
0.019 0.063 3
0.197 0.306 3
0.198 0.345 2
0.2 0.307 3
0.2 0.332 1
0.201 0.344 3
0.201 0.396 3
0.201 0.322 1
0.201 0.314 3
0.203 0.327 1
0.205 0.367 2
0.306 0.035 2
0.205 0.307 3
0.206 0.352 3
0.206 0.389 3
0.208 0.301 3
0.208 0.319 1
0.21 0.378 3
0.21 0.341 3
0.211 0.322 3
0.211 0.351 3
0.214 0.327 1
0.307 0.081 3
0.214 0.32 1
0.215 0.395 3
0.216 0.342 2
0.216 0.385 3
0.216 0.367 2
0.218 0.348 3
0.219 0.318 1
0.222 0.324 1
0.223 0.35 2
0.223 0.313 1
0.308 0.029 2
0.224 0.387 3
0.225 0.353 3
0.227 0.317 1
0.229 0.353 3
0.23 0.327 2
0.23 0.314 1
0.232 0.332 2
0.232 0.32 2
0.235 0.325 3
0.237 0.358 3
0.31 0.094 3
0.237 0.373 3
0.238 0.344 2
0.238 0.391 2
0.241 0.323 2
0.242 0.356 2
0.242 0.373 2
0.244 0.39 2
0.247 0.371 3
0.248 0.398 2
0.249 0.336 2
0.311 0.035 2
0.249 0.305 2
0.252 0.322 2
0.254 0.309 2
0.254 0.393 2
0.257 0.336 2
0.257 0.3 2
0.258 0.332 2
0.258 0.372 3
0.262 0.336 2
0.263 0.304 2
0.311 0.097 3
0.263 0.333 3
0.264 0.352 2
0.267 0.398 2
0.269 0.348 2
0.27 0.334 2
0.271 0.398 2
0.274 0.303 2
0.275 0.37 2
0.278 0.351 2
0.279 0.31 2
0.311 0.068 3
0.281 0.367 2
0.284 0.351 2
0.284 0.392 2
0.284 0.361 2
0.285 0.384 2
0.287 0.395 2
0.288 0.319 2
0.289 0.327 2
0.289 0.381 2
0.293 0.386 2
0.314 0.087 3
0.293 0.377 3
0.293 0.317 2
0.293 0.39 2
0.295 0.347 2
0.295 0.372 3
0.296 0.328 2
0.298 0.354 2
0.298 0.393 2
0.3 0.393 2
0.301 0.355 2
0.316 0.081 2
0.301 0.382 3
0.302 0.359 2
0.302 0.389 2
0.304 0.368 3
0.305 0.307 3
0.307 0.363 2
0.308 0.303 3
0.309 0.313 3
0.309 0.387 2
0.314 0.304 3
0.317 0.007 3
0.023 0.098 3
0 0.064 3
0.316 0.397 3
0.316 0.359 3
0.317 0.378 2
0.318 0.39 3
0.319 0.31 3
0.321 0.342 3
0.322 0.396 3
0.323 0.358 3
0.323 0.391 3
0.324 0.303 3
0.317 0.04 2
0.326 0.375 3
0.327 0.313 3
0.327 0.37 3
0.327 0.36 3
0.327 0.398 3
0.329 0.382 3
0.33 0.378 3
0.33 0.301 3
0.331 0.366 3
0.331 0.394 3
0.318 0.047 2
0.332 0.314 3
0.336 0.33 3
0.338 0.311 3
0.339 0.355 3
0.339 0.33 3
0.34 0.396 3
0.342 0.302 3
0.346 0.39 3
0.346 0.318 3
0.347 0.345 3
0.321 0.007 3
0.348 0.325 3
0.35 0.304 3
0.353 0.374 3
0.355 0.35 3
0.356 0.378 3
0.358 0.333 2
0.359 0.352 3
0.363 0.384 3
0.364 0.307 3
0.366 0.33 2
0.321 0.065 2
0.368 0.312 2
0.38 0.369 3
0.383 0.307 2
0.392 0.306 2
0.402 0.376 2
0.407 0.345 3
0.407 0.376 2
0.412 0.34 3
0.413 0.39 2
0.415 0.343 3
0.321 0.069 2
0.419 0.339 3
0.422 0.353 2
0.422 0.389 3
0.425 0.392 2
0.429 0.391 2
0.431 0.377 3
0.433 0.383 2
0.435 0.376 2
0.44 0.377 2
0.441 0.36 2
0.322 0.055 2
0.449 0.369 2
0.453 0.346 2
0.454 0.359 2
0.454 0.389 2
0.457 0.364 2
0.458 0.372 3
0.46 0.308 2
0.46 0.331 2
0.462 0.323 2
0.462 0.334 2
0.322 0.044 2
0.464 0.327 2
0.464 0.379 2
0.465 0.312 2
0.466 0.376 1
0.47 0.356 2
0.471 0.373 3
0.473 0.301 3
0.475 0.363 3
0.475 0.395 2
0.475 0.349 3
0.323 0.039 2
0.477 0.356 3
0.478 0.306 3
0.48 0.396 2
0.48 0.322 2
0.481 0.301 3
0.482 0.351 3
0.482 0.377 3
0.486 0.307 3
0.488 0.337 3
0.488 0.372 3
0.324 0.058 2
0.49 0.303 3
0.491 0.356 3
0.492 0.35 3
0.494 0.326 3
0.494 0.335 3
0.495 0.3 3
0.495 0.305 3
0.497 0.353 3
0.497 0.32 3
0.497 0.376 3
0.324 0.077 2
0.024 0.007 2
0.498 0.366 3
0.498 0.387 2
0.498 0.332 3
0.5 0.33 3
0.501 0.373 3
0.502 0.353 3
0.507 0.329 3
0.51 0.304 3
0.51 0.342 3
0.51 0.396 2
0.325 0.011 3
0.511 0.385 2
0.511 0.326 3
0.511 0.37 3
0.512 0.307 3
0.513 0.366 3
0.515 0.339 3
0.516 0.38 2
0.518 0.326 3
0.518 0.357 3
0.519 0.304 3
0.326 0.092 2
0.522 0.341 3
0.53 0.356 3
0.531 0.302 3
0.531 0.345 2
0.533 0.316 3
0.536 0.39 2
0.538 0.34 2
0.538 0.315 2
0.542 0.356 3
0.543 0.313 3
0.327 0.039 2
0.544 0.308 2
0.544 0.317 2
0.548 0.313 2
0.55 0.362 3
0.551 0.323 3
0.552 0.306 2
0.554 0.386 2
0.555 0.34 3
0.556 0.346 3
0.561 0.382 2
0.328 0.098 2
0.561 0.379 2
0.563 0.33 3
0.564 0.341 3
0.565 0.335 3
0.567 0.311 2
0.571 0.311 2
0.572 0.341 3
0.572 0.383 2
0.574 0.387 2
0.574 0.336 3
0.328 0.074 2
0.575 0.326 2
0.576 0.309 2
0.576 0.323 2
0.581 0.39 2
0.583 0.372 2
0.585 0.32 2
0.585 0.397 2
0.587 0.373 2
0.588 0.396 3
0.589 0.364 2
0.33 0.041 2
0.589 0.381 2
0.59 0.343 2
0.591 0.3 2
0.591 0.312 2
0.592 0.336 2
0.593 0.351 2
0.593 0.307 2
0.596 0.342 2
0.603 0.354 2
0.604 0.341 2
0.332 0.094 2
0.604 0.388 2
0.606 0.366 2
0.609 0.339 3
0.609 0.381 2
0.61 0.351 2
0.611 0.301 2
0.613 0.385 3
0.616 0.344 2
0.618 0.383 3
0.618 0.388 3
0.335 0.047 2
0.62 0.365 2
0.62 0.302 3
0.623 0.33 2
0.624 0.341 3
0.624 0.347 1
0.624 0.385 3
0.626 0.392 3
0.628 0.343 1
0.629 0.303 2
0.629 0.331 3
0.336 0.061 2
0.63 0.319 2
0.63 0.311 2
0.63 0.326 3
0.63 0.392 3
0.633 0.343 1
0.634 0.378 2
0.636 0.323 3
0.636 0.372 3
0.636 0.347 3
0.637 0.367 2
0.337 0.083 2
0.025 0.036 3
0.639 0.307 2
0.639 0.304 2
0.639 0.322 3
0.641 0.325 2
0.642 0.354 3
0.643 0.317 2
0.643 0.349 3
0.644 0.397 2
0.646 0.384 2
0.647 0.38 2
0.337 0.036 2
0.648 0.318 3
0.649 0.33 2
0.652 0.334 2
0.653 0.34 3
0.654 0.311 2
0.654 0.38 2
0.656 0.395 2
0.66 0.347 3
0.66 0.367 2
0.662 0.36 2
0.337 0.052 2
0.663 0.391 2
0.665 0.355 3
0.666 0.381 3
0.667 0.309 3
0.668 0.377 1
0.671 0.397 2
0.672 0.358 3
0.673 0.349 3
0.674 0.372 1
0.675 0.362 3
0.339 0.058 2
0.675 0.38 3
0.675 0.358 3
0.675 0.388 2
0.676 0.343 3
0.677 0.301 3
0.679 0.351 3
0.679 0.367 3
0.68 0.376 3
0.681 0.335 1
0.681 0.307 3
0.339 0.02 2
0.681 0.359 3
0.682 0.34 1
0.683 0.362 3
0.683 0.302 3
0.685 0.323 1
0.686 0.393 3
0.687 0.308 1
0.687 0.398 3
0.687 0.344 1
0.688 0.315 3
0.341 0.069 2
0.688 0.378 3
0.688 0.336 1
0.69 0.373 2
0.693 0.387 3
0.693 0.336 1
0.694 0.329 1
0.694 0.312 3
0.696 0.373 3
0.696 0.344 3
0.696 0.393 3
0.341 0.032 2
0.696 0.302 3
0.697 0.389 1
0.698 0.398 1
0.7 0.31 3
0.701 0.331 3
0.701 0.347 1
0.701 0.367 3
0.705 0.357 3
0.705 0.305 3
0.705 0.332 3
0.342 0.094 2
0.706 0.338 3
0.706 0.36 2
0.707 0.376 3
0.709 0.328 3
0.71 0.349 3
0.71 0.395 3
0.71 0.305 3
0.712 0.357 3
0.713 0.315 3
0.715 0.348 3
0.344 0.017 2
0.716 0.325 3
0.716 0.332 3
0.716 0.369 2
0.719 0.353 3
0.719 0.365 3
0.719 0.396 3
0.719 0.374 3
0.72 0.369 3
0.722 0.356 3
0.722 0.313 3
0.346 0.01 2
0.722 0.346 3
0.722 0.39 1
0.723 0.33 3
0.723 0.36 3
0.726 0.334 3
0.726 0.385 1
0.726 0.31 2
0.727 0.302 3
0.727 0.352 3
0.728 0.392 3
0.346 0.035 2
0.028 0.065 3
0.728 0.357 3
0.729 0.376 3
0.73 0.381 1
0.732 0.339 3
0.733 0.364 3
0.733 0.321 3
0.733 0.368 1
0.733 0.391 3
0.735 0.3 3
0.736 0.328 3
0.348 0.09 2
0.74 0.32 3
0.74 0.362 1
0.741 0.384 1
0.741 0.315 3
0.742 0.369 1
0.743 0.38 1
0.743 0.388 1
0.743 0.326 3
0.743 0.309 2
0.744 0.333 2
0.349 0.059 2
0.744 0.35 3
0.744 0.356 3
0.745 0.305 3
0.745 0.378 1
0.746 0.346 3
0.749 0.392 1
0.75 0.334 2
0.75 0.33 2
0.75 0.397 3
0.751 0.363 1
0.35 0.026 3
0.751 0.371 1
0.751 0.379 1
0.752 0.347 3
0.753 0.303 3
0.753 0.385 1
0.754 0.368 1
0.754 0.398 1
0.755 0.3 3
0.755 0.358 1
0.756 0.389 1
0.351 0.031 3
0.758 0.393 3
0.758 0.383 1
0.759 0.331 2
0.759 0.353 3
0.76 0.375 3
0.762 0.306 2
0.762 0.326 2
0.762 0.371 2
0.764 0.332 2
0.764 0.389 3
0.352 0.09 2
0.764 0.396 3
0.768 0.3 2
0.768 0.359 3
0.768 0.383 3
0.768 0.325 3
0.77 0.346 3
0.771 0.365 3
0.772 0.385 2
0.772 0.378 3
0.774 0.398 3
0.355 0.062 2
0.779 0.389 3
0.78 0.354 2
0.781 0.369 3
0.782 0.348 2
0.783 0.303 2
0.784 0.344 3
0.787 0.367 3
0.787 0.333 2
0.788 0.377 3
0.79 0.37 3
0.356 0.036 2
0.792 0.39 2
0.794 0.366 3
0.794 0.375 2
0.795 0.34 2
0.795 0.389 2
0.797 0.351 3
0.797 0.361 3
0.798 0.348 3
0.798 0.323 2
0.798 0.37 3
0.358 0.084 2
0.8 0.371 2
0.801 0.301 2
0.801 0.358 3
0.802 0.324 2
0.802 0.346 2
0.805 0.372 2
0.806 0.362 3
0.806 0.387 2
0.807 0.334 2
0.808 0.357 3
0.358 0.024 3
0.81 0.308 2
0.81 0.344 3
0.81 0.398 2
0.81 0.323 2
0.81 0.39 2
0.814 0.368 2
0.816 0.377 2
0.816 0.364 2
0.819 0.393 2
0.821 0.364 2
0.362 0.014 3
0.028 0.014 2
0.822 0.353 2
0.823 0.391 2
0.826 0.3 3
0.827 0.388 2
0.827 0.394 3
0.829 0.366 2
0.829 0.328 2
0.834 0.357 2
0.835 0.397 3
0.836 0.312 2
0.362 0.061 3
0.837 0.362 2
0.84 0.327 2
0.841 0.34 3
0.841 0.308 3
0.842 0.346 2
0.844 0.316 3
0.844 0.305 3
0.846 0.339 2
0.849 0.312 3
0.849 0.348 2
0.363 0.074 2
0.849 0.317 3
0.851 0.341 2
0.852 0.379 2
0.853 0.328 3
0.854 0.319 2
0.856 0.323 3
0.86 0.376 2
0.863 0.336 2
0.866 0.309 2
0.866 0.374 2
0.363 0.078 2
0.866 0.382 2
0.867 0.323 3
0.868 0.331 2
0.868 0.337 2
0.869 0.35 2
0.87 0.398 3
0.873 0.339 2
0.876 0.334 2
0.879 0.36 2
0.88 0.334 2
0.364 0.006 3
0.883 0.395 3
0.885 0.313 3
0.885 0.34 2
0.887 0.335 3
0.888 0.317 3
0.89 0.31 2
0.891 0.378 3
0.891 0.397 3
0.892 0.358 2
0.893 0.371 2
0.365 0.038 2
0.893 0.341 2
0.894 0.314 2
0.897 0.348 2
0.897 0.385 3
0.898 0.398 3
0.898 0.38 2
0.9 0.398 3
0.901 0.384 3
0.901 0.368 2
0.902 0.381 2
0.366 0.076 3
0.904 0.349 2
0.905 0.378 2
0.906 0.387 3
0.911 0.394 3
0.912 0.372 2
0.914 0.308 3
0.916 0.373 2
0.917 0.387 3
0.917 0.393 3
0.917 0.323 3
0.367 0.02 3
0.92 0.326 3
0.922 0.385 2
0.923 0.376 2
0.923 0.347 2
0.924 0.313 3
0.927 0.391 3
0.928 0.342 2
0.928 0.396 3
0.93 0.312 3
0.931 0.391 3
0.367 0.065 2
0.931 0.385 2
0.932 0.317 3
0.932 0.347 2
0.933 0.308 3
0.935 0.318 3
0.939 0.373 2
0.941 0.326 3
0.942 0.353 2
0.943 0.38 2
0.943 0.307 2
0.369 0.007 3
0.943 0.396 3
0.944 0.387 3
0.944 0.341 2
0.944 0.317 3
0.947 0.371 3
0.947 0.35 3
0.947 0.303 2
0.949 0.384 3
0.95 0.389 3
0.95 0.31 3
0.369 0.017 3
0.028 0.088 3
0.951 0.359 3
0.952 0.323 3
0.952 0.393 1
0.952 0.33 3
0.953 0.348 3
0.954 0.352 3
0.956 0.342 3
0.956 0.375 3
0.957 0.322 3
0.957 0.325 3
0.37 0.079 3
0.958 0.354 3
0.963 0.336 3
0.964 0.32 2
0.964 0.357 3
0.965 0.388 3
0.966 0.392 3
0.966 0.347 3
0.967 0.369 3
0.967 0.375 3
0.969 0.337 3
